name,hour,flow,Normalized Data,average_value
station1,2024/4/2 19:00,2,0.2,0.15004411339759827
station1,2024/4/2 20:00,1,0.1,0.14149174094200134
station1,2024/4/2 21:00,1,0.1,0.1232672929763794
station1,2024/4/2 22:00,1,0.1,0.13344550132751465
station1,2024/4/2 23:00,1,0.1,0.11444280296564102
station1,2024/4/3 0:00,1,0.1,0.1403312236070633
station1,2024/4/3 1:00,1.272727273,0.127272727,0.1226031556725502
station1,2024/4/3 2:00,1.133333333,0.113333333,0.10924941301345825
station1,2024/4/3 3:00,1.142857143,0.114285714,0.1123790293931961
station1,2024/4/3 4:00,1,0.1,0.1331283450126648
station1,2024/4/3 5:00,1,0.1,0.14986227452754974
station1,2024/4/3 6:00,1.303571429,0.130357143,0.1490476429462433
station1,2024/4/3 7:00,2.352941176,0.235294118,0.1336265653371811
station1,2024/4/3 8:00,1,0.1,0.12467125803232193
station1,2024/4/3 9:00,1,0.1,0.12579813599586487
station1,2024/4/3 10:00,4,0.4,0.15497180819511414
station1,2024/4/3 11:00,1.929292929,0.192929293,0.13902497291564941
station1,2024/4/3 12:00,1,0.1,0.15039989352226257
station1,2024/4/3 13:00,2,0.2,0.13332991302013397
station1,2024/4/3 14:00,1,0.1,0.12374496459960938
station1,2024/4/3 15:00,1,0.1,0.1475389301776886
station1,2024/4/3 16:00,2,0.2,0.13475897908210754
station1,2024/4/3 17:00,2,0.2,0.12929628789424896
station1,2024/4/3 18:00,1,0.1,0.1406247317790985
station1,2024/4/3 19:00,3,0.3,0.1389227658510208
station1,2024/4/3 20:00,1,0.1,0.14966881275177002
station1,2024/4/3 21:00,4,0.4,0.128828227519989
station1,2024/4/3 22:00,2,0.2,0.13060101866722107
station1,2024/4/3 23:00,1.56043956,0.156043956,0.1260627806186676
station1,2024/4/4 0:00,1.253012048,0.125301205,0.13952451944351196
station1,2024/4/4 1:00,1.272727273,0.127272727,0.12257859855890274
station1,2024/4/4 2:00,1.133333333,0.113333333,0.1130061000585556
station1,2024/4/4 3:00,1.142857143,0.114285714,0.12083633244037628
station1,2024/4/4 4:00,1,0.1,0.13829371333122253
station1,2024/4/4 5:00,1,0.1,0.1553003489971161
station1,2024/4/4 6:00,1.303571429,0.130357143,0.15844205021858215
station1,2024/4/4 7:00,1,0.1,0.14447534084320068
station1,2024/4/4 8:00,1.803738318,0.180373832,0.12992319464683533
station1,2024/4/4 9:00,5,0.5,0.12247840315103531
station1,2024/4/4 10:00,3,0.3,0.17008818686008453
station1,2024/4/4 11:00,1.929292929,0.192929293,0.15204386413097382
station1,2024/4/4 12:00,1,0.1,0.14823280274868011
station1,2024/4/4 13:00,1,0.1,0.13601897656917572
station1,2024/4/4 14:00,1,0.1,0.128286212682724
station1,2024/4/4 15:00,2,0.2,0.12999866902828217
station1,2024/4/4 16:00,2,0.2,0.1361178457736969
station1,2024/4/4 17:00,1,0.1,0.13013534247875214
station1,2024/4/4 18:00,2,0.2,0.13875964283943176
station1,2024/4/4 19:00,1,0.1,0.15817338228225708
station1,2024/4/4 20:00,1,0.1,0.14483794569969177
station1,2024/4/4 21:00,4,0.4,0.13688871264457703
station1,2024/4/4 22:00,1.902439024,0.190243902,0.12420882284641266
station1,2024/4/4 23:00,1.56043956,0.156043956,0.12150565534830093
station1,2024/4/5 0:00,1.253012048,0.125301205,0.1379733830690384
station1,2024/4/5 1:00,1.272727273,0.127272727,0.11735744774341583
station1,2024/4/5 2:00,1.133333333,0.113333333,0.10943125188350677
station1,2024/4/5 3:00,1.142857143,0.114285714,0.11347556114196777
station1,2024/4/5 4:00,1,0.1,0.13149328529834747
station1,2024/4/5 5:00,1,0.1,0.14244672656059265
station1,2024/4/5 6:00,2,0.2,0.1483825296163559
station1,2024/4/5 7:00,2.352941176,0.235294118,0.1231088861823082
station1,2024/4/5 8:00,2,0.2,0.13534149527549744
station1,2024/4/5 9:00,5,0.5,0.12277569621801376
station1,2024/4/5 10:00,9,0.9,0.1350407600402832
station1,2024/4/5 11:00,2,0.2,0.12931720912456512
station1,2024/4/5 12:00,3,0.3,0.1530361771583557
station1,2024/4/5 13:00,5,0.5,0.14392714202404022
station1,2024/4/5 14:00,6,0.6,0.1242617815732956
station1,2024/4/5 15:00,2.673611111,0.267361111,0.14340117573738098
station1,2024/4/5 16:00,1,0.1,0.13777178525924683
station1,2024/4/5 17:00,3,0.3,0.1381336897611618
station1,2024/4/5 18:00,1,0.1,0.119956836104393
station1,2024/4/5 19:00,2,0.2,0.12844759225845337
station1,2024/4/5 20:00,1,0.1,0.14782127737998962
station1,2024/4/5 21:00,2,0.2,0.15624836087226868
station1,2024/4/5 22:00,1.902439024,0.190243902,0.12349791824817657
station1,2024/4/5 23:00,1.56043956,0.156043956,0.12946537137031555
station1,2024/4/6 0:00,1.253012048,0.125301205,0.1379244476556778
station1,2024/4/6 1:00,1.272727273,0.127272727,0.1252453774213791
station1,2024/4/6 2:00,1.133333333,0.113333333,0.10711659491062164
station1,2024/4/6 3:00,1.142857143,0.114285714,0.11061038076877594
station1,2024/4/6 4:00,1,0.1,0.12973232567310333
station1,2024/4/6 5:00,1,0.1,0.15032866597175598
station1,2024/4/6 6:00,1,0.1,0.1496969759464264
station1,2024/4/6 7:00,2,0.2,0.11719027906656265
station1,2024/4/6 8:00,1.803738318,0.180373832,0.1326356679201126
station1,2024/4/6 9:00,3,0.3,0.13243086636066437
station1,2024/4/6 10:00,2,0.2,0.13977180421352386
station1,2024/4/6 11:00,1.929292929,0.192929293,0.15399889647960663
station1,2024/4/6 12:00,1,0.1,0.13638798892498016
station1,2024/4/6 13:00,2,0.2,0.13517150282859802
station1,2024/4/6 14:00,1,0.1,0.11877308040857315
station1,2024/4/6 15:00,3,0.3,0.13994333148002625
station1,2024/4/6 16:00,2,0.2,0.1336471140384674
station1,2024/4/6 17:00,3,0.3,0.15496499836444855
station1,2024/4/6 18:00,1,0.1,0.11648915708065033
station1,2024/4/6 19:00,2,0.2,0.13422580063343048
station1,2024/4/6 20:00,1,0.1,0.15554295480251312
station1,2024/4/6 21:00,2.253333333,0.225333333,0.12004326283931732
station1,2024/4/6 22:00,1,0.1,0.13728003203868866
station1,2024/4/6 23:00,3,0.3,0.12929603457450867
station1,2024/4/7 0:00,1,0.1,0.13813140988349915
station1,2024/4/7 1:00,1.272727273,0.127272727,0.1290009468793869
station1,2024/4/7 2:00,1.133333333,0.113333333,0.11029341071844101
station1,2024/4/7 3:00,1.142857143,0.114285714,0.10704870522022247
station1,2024/4/7 4:00,1,0.1,0.15259866416454315
station1,2024/4/7 5:00,1,0.1,0.14534765481948853
station1,2024/4/7 6:00,1.303571429,0.130357143,0.1452963799238205
station1,2024/4/7 7:00,4,0.4,0.13853059709072113
station1,2024/4/7 8:00,2,0.2,0.1340932846069336
station1,2024/4/7 9:00,2,0.2,0.13022541999816895
station1,2024/4/7 10:00,7,0.7,0.14925530552864075
station1,2024/4/7 11:00,1.929292929,0.192929293,0.1322963684797287
station1,2024/4/7 12:00,2,0.2,0.1333577185869217
station1,2024/4/7 13:00,3,0.3,0.12805324792861938
station1,2024/4/7 14:00,2.843971631,0.284397163,0.12087345123291016
station1,2024/4/7 15:00,2.673611111,0.267361111,0.14030784368515015
station1,2024/4/7 16:00,2,0.2,0.14585983753204346
station1,2024/4/7 17:00,5,0.5,0.14595860242843628
station1,2024/4/7 18:00,2,0.2,0.12836816906929016
station1,2024/4/7 19:00,1,0.1,0.1574997752904892
station1,2024/4/7 20:00,1,0.1,0.1336544305086136
station1,2024/4/7 21:00,2.253333333,0.225333333,0.14042791724205017
station1,2024/4/7 22:00,1,0.1,0.12623371183872223
station1,2024/4/7 23:00,1.56043956,0.156043956,0.13915815949440002
station1,2024/4/8 0:00,1.253012048,0.125301205,0.13782289624214172
station1,2024/4/8 1:00,1.272727273,0.127272727,0.12522774934768677
station1,2024/4/8 2:00,1.133333333,0.113333333,0.11169303953647614
station1,2024/4/8 3:00,1.142857143,0.114285714,0.11112795770168304
station1,2024/4/8 4:00,1,0.1,0.132071852684021
station1,2024/4/8 5:00,1,0.1,0.1407734751701355
station1,2024/4/8 6:00,1.303571429,0.130357143,0.1612834483385086
station1,2024/4/8 7:00,2,0.2,0.12667274475097656
station1,2024/4/8 8:00,1,0.1,0.13917423784732819
station1,2024/4/8 9:00,3,0.3,0.1288192719221115
station1,2024/4/8 10:00,2,0.2,0.1277015507221222
station1,2024/4/8 11:00,2,0.2,0.14599868655204773
station1,2024/4/8 12:00,1.681818182,0.168181818,0.13474056124687195
station1,2024/4/8 13:00,1,0.1,0.142537921667099
station1,2024/4/8 14:00,1,0.1,0.14784011244773865
station1,2024/4/8 15:00,1,0.1,0.1409376859664917
station1,2024/4/8 16:00,1,0.1,0.1296686828136444
station1,2024/4/8 17:00,9,0.9,0.14506253600120544
station1,2024/4/8 18:00,2,0.2,0.1267971694469452
station1,2024/4/8 19:00,4,0.4,0.1266678124666214
station1,2024/4/8 20:00,2,0.2,0.17490671575069427
station1,2024/4/8 21:00,1,0.1,0.14571291208267212
station1,2024/4/8 22:00,2,0.2,0.13541726768016815
station1,2024/4/8 23:00,1.56043956,0.156043956,0.13416795432567596
station1,2024/4/9 0:00,2,0.2,0.14141502976417542
station1,2024/4/9 1:00,1.272727273,0.127272727,0.124175526201725
station1,2024/4/9 2:00,1,0.1,0.11281899362802505
station1,2024/4/9 3:00,1.142857143,0.114285714,0.10789947211742401
station1,2024/4/9 4:00,1,0.1,0.1278347671031952
station1,2024/4/9 5:00,1,0.1,0.14347822964191437
station1,2024/4/9 6:00,1,0.1,0.14449533820152283
station1,2024/4/9 7:00,6,0.6,0.13963188230991364
station1,2024/4/9 8:00,1,0.1,0.12585678696632385
station1,2024/4/9 9:00,5,0.5,0.153826043009758
station1,2024/4/9 10:00,7,0.7,0.13446663320064545
station1,2024/4/9 11:00,1.929292929,0.192929293,0.1405448019504547
station1,2024/4/9 12:00,1.681818182,0.168181818,0.1350080519914627
station1,2024/4/9 13:00,3.322368421,0.332236842,0.13145986199378967
station1,2024/4/9 14:00,2.843971631,0.284397163,0.13688503205776215
station1,2024/4/9 15:00,2.673611111,0.267361111,0.1234893798828125
station1,2024/4/9 16:00,2.632653061,0.263265306,0.1288316547870636
station1,2024/4/9 17:00,4.08045977,0.408045977,0.13588638603687286
station1,2024/4/9 18:00,1.916666667,0.191666667,0.15806888043880463
station1,2024/4/9 19:00,1.975609756,0.197560976,0.13862906396389008
station1,2024/4/9 20:00,2.748201439,0.274820144,0.13297733664512634
station1,2024/4/9 21:00,1,0.1,0.15809056162834167
station1,2024/4/9 22:00,1.902439024,0.190243902,0.13069772720336914
station1,2024/4/9 23:00,6,0.6,0.13455791771411896
station1,2024/4/10 0:00,1,0.1,0.13800856471061707
station1,2024/4/10 1:00,1,0.1,0.12229877710342407
station1,2024/4/10 2:00,1,0.1,0.1142839565873146
station1,2024/4/10 3:00,1.142857143,0.114285714,0.10933306068181992
station1,2024/4/10 4:00,1,0.1,0.13180015981197357
station1,2024/4/10 5:00,1,0.1,0.1434156894683838
station1,2024/4/10 6:00,1,0.1,0.15742775797843933
station1,2024/4/10 7:00,6,0.6,0.1267097145318985
station1,2024/4/10 8:00,3,0.3,0.12297230958938599
station1,2024/4/10 9:00,5,0.5,0.14692114293575287
station1,2024/4/10 10:00,3,0.3,0.1150011196732521
station1,2024/4/10 11:00,1.929292929,0.192929293,0.14407804608345032
station1,2024/4/10 12:00,1.681818182,0.168181818,0.14340442419052124
station1,2024/4/10 13:00,1,0.1,0.13414594531059265
station1,2024/4/10 14:00,1,0.1,0.144363135099411
station1,2024/4/10 15:00,2.673611111,0.267361111,0.1328747570514679
station1,2024/4/10 16:00,3,0.3,0.1229420080780983
station1,2024/4/10 17:00,1,0.1,0.13239224255084991
station1,2024/4/10 18:00,1,0.1,0.13670936226844788
station1,2024/4/10 19:00,1.975609756,0.197560976,0.13967879116535187
station1,2024/4/10 20:00,1,0.1,0.17355041205883026
station1,2024/4/10 21:00,1,0.1,0.12759873270988464
station1,2024/4/10 22:00,3,0.3,0.1176079735159874
station1,2024/4/10 23:00,1.56043956,0.156043956,0.12619464099407196
station1,2024/4/11 0:00,1.253012048,0.125301205,0.13716629147529602
station1,2024/4/11 1:00,1.272727273,0.127272727,0.1249498575925827
station1,2024/4/11 2:00,1.133333333,0.113333333,0.10994895547628403
station1,2024/4/11 3:00,1.142857143,0.114285714,0.11265973746776581
station1,2024/4/11 4:00,1,0.1,0.1317003071308136
station1,2024/4/11 5:00,1,0.1,0.14931531250476837
station1,2024/4/11 6:00,1,0.1,0.14198264479637146
station1,2024/4/11 7:00,2.352941176,0.235294118,0.11300233751535416
station1,2024/4/11 8:00,1,0.1,0.12624415755271912
station1,2024/4/11 9:00,3,0.3,0.12910428643226624
station1,2024/4/11 10:00,10,1,0.14238661527633667
station1,2024/4/11 11:00,5,0.5,0.13644453883171082
station1,2024/4/11 12:00,4,0.4,0.17578664422035217
station1,2024/4/11 13:00,3,0.3,0.1462622433900833
station1,2024/4/11 14:00,6,0.6,0.14376305043697357
station1,2024/4/11 15:00,4,0.4,0.14656047523021698
station1,2024/4/11 16:00,4,0.4,0.13973020017147064
station1,2024/4/11 17:00,10,1,0.12892213463783264
station1,2024/4/11 18:00,2,0.2,0.13485650718212128
station1,2024/4/11 19:00,1.975609756,0.197560976,0.1436426192522049
station1,2024/4/11 20:00,2,0.2,0.1648315191268921
station1,2024/4/11 21:00,1,0.1,0.12869708240032196
station1,2024/4/11 22:00,1,0.1,0.124347984790802
station1,2024/4/11 23:00,1.56043956,0.156043956,0.12752333283424377
station1,2024/4/12 0:00,1.253012048,0.125301205,0.1457260400056839
station1,2024/4/12 1:00,1.272727273,0.127272727,0.1182001382112503
station1,2024/4/12 2:00,1,0.1,0.11087888479232788
station1,2024/4/12 3:00,1.142857143,0.114285714,0.10691001266241074
station1,2024/4/12 4:00,1,0.1,0.1293126791715622
station1,2024/4/12 5:00,1,0.1,0.13959352672100067
station1,2024/4/12 6:00,1.303571429,0.130357143,0.1507025808095932
station1,2024/4/12 7:00,1,0.1,0.1253194510936737
station1,2024/4/12 8:00,1.803738318,0.180373832,0.1260136216878891
station1,2024/4/12 9:00,4,0.4,0.1261044442653656
station1,2024/4/12 10:00,5,0.5,0.11919133365154266
station1,2024/4/12 11:00,1.929292929,0.192929293,0.16080236434936523
station1,2024/4/12 12:00,1,0.1,0.15482382476329803
station1,2024/4/12 13:00,1,0.1,0.13262709975242615
station1,2024/4/12 14:00,3,0.3,0.12222188711166382
station1,2024/4/12 15:00,1,0.1,0.13460949063301086
station1,2024/4/12 16:00,3,0.3,0.12576884031295776
station1,2024/4/12 17:00,2,0.2,0.15692764520645142
station1,2024/4/12 18:00,1.916666667,0.191666667,0.12936089932918549
station1,2024/4/12 19:00,1.975609756,0.197560976,0.1292693316936493
station1,2024/4/12 20:00,1,0.1,0.12752225995063782
station1,2024/4/12 21:00,2.253333333,0.225333333,0.13057675957679749
station1,2024/4/12 22:00,1.902439024,0.190243902,0.12932297587394714
station1,2024/4/12 23:00,1.56043956,0.156043956,0.11807461082935333
station1,2024/4/13 0:00,1.253012048,0.125301205,0.13970467448234558
station1,2024/4/13 1:00,1.272727273,0.127272727,0.12613357603549957
station1,2024/4/13 2:00,1.133333333,0.113333333,0.10767073929309845
station1,2024/4/13 3:00,1.142857143,0.114285714,0.11113636195659637
station1,2024/4/13 4:00,1,0.1,0.134619802236557
station1,2024/4/13 5:00,1,0.1,0.15024299919605255
station1,2024/4/13 6:00,1.303571429,0.130357143,0.14495721459388733
station1,2024/4/13 7:00,1,0.1,0.12117378413677216
station1,2024/4/13 8:00,1,0.1,0.13089346885681152
station1,2024/4/13 9:00,4,0.4,0.13127700984477997
station1,2024/4/13 10:00,1,0.1,0.15467628836631775
station1,2024/4/13 11:00,1.929292929,0.192929293,0.16811466217041016
station1,2024/4/13 12:00,1.681818182,0.168181818,0.14801698923110962
station1,2024/4/13 13:00,1,0.1,0.12654069066047668
station1,2024/4/13 14:00,2.843971631,0.284397163,0.12509670853614807
station1,2024/4/13 15:00,2,0.2,0.15682968497276306
station1,2024/4/13 16:00,2,0.2,0.13477623462677002
station1,2024/4/13 17:00,4,0.4,0.16395249962806702
station1,2024/4/13 18:00,1,0.1,0.13275931775569916
station1,2024/4/13 19:00,3,0.3,0.1458064466714859
station1,2024/4/13 20:00,2.748201439,0.274820144,0.132314532995224
station1,2024/4/13 21:00,2.253333333,0.225333333,0.1348513662815094
station1,2024/4/13 22:00,1.902439024,0.190243902,0.12979640066623688
station1,2024/4/13 23:00,1,0.1,0.12716099619865417
station1,2024/4/14 0:00,1.253012048,0.125301205,0.14012514054775238
station1,2024/4/14 1:00,1.272727273,0.127272727,0.12005972862243652
station1,2024/4/14 2:00,1.133333333,0.113333333,0.1109514981508255
station1,2024/4/14 3:00,1.142857143,0.114285714,0.11054004728794098
station1,2024/4/14 4:00,1,0.1,0.13392925262451172
station1,2024/4/14 5:00,1,0.1,0.14825856685638428
station1,2024/4/14 6:00,1.303571429,0.130357143,0.15365080535411835
station1,2024/4/14 7:00,1,0.1,0.12615272402763367
station1,2024/4/14 8:00,2,0.2,0.13008221983909607
station1,2024/4/14 9:00,3,0.3,0.12893922626972198
station1,2024/4/14 10:00,3,0.3,0.13123390078544617
station1,2024/4/14 11:00,1,0.1,0.15700332820415497
station1,2024/4/14 12:00,1.681818182,0.168181818,0.1397591084241867
station1,2024/4/14 13:00,2,0.2,0.13552379608154297
station1,2024/4/14 14:00,2,0.2,0.13802161812782288
station1,2024/4/14 15:00,1,0.1,0.12845972180366516
station1,2024/4/14 16:00,1,0.1,0.14187400043010712
station1,2024/4/14 17:00,1,0.1,0.13872486352920532
station1,2024/4/14 18:00,1,0.1,0.12757253646850586
station1,2024/4/14 19:00,1.975609756,0.197560976,0.13666817545890808
station1,2024/4/14 20:00,2.748201439,0.274820144,0.19023381173610687
station1,2024/4/14 21:00,4,0.4,0.15670976042747498
station1,2024/4/14 22:00,1,0.1,0.13696816563606262
station1,2024/4/14 23:00,1.56043956,0.156043956,0.11914698034524918
station1,2024/4/15 0:00,1.253012048,0.125301205,0.13945232331752777
station1,2024/4/15 1:00,1.272727273,0.127272727,0.12270919233560562
station1,2024/4/15 2:00,1.133333333,0.113333333,0.11528017371892929
station1,2024/4/15 3:00,1.142857143,0.114285714,0.11119307577610016
station1,2024/4/15 4:00,1,0.1,0.13277092576026917
station1,2024/4/15 5:00,1,0.1,0.16530892252922058
station1,2024/4/15 6:00,1,0.1,0.13890761137008667
station1,2024/4/15 7:00,1,0.1,0.12231810390949249
station1,2024/4/15 8:00,1,0.1,0.15644188225269318
station1,2024/4/15 9:00,4,0.4,0.12679533660411835
station1,2024/4/15 10:00,10,1,0.12086763232946396
station1,2024/4/15 11:00,1.929292929,0.192929293,0.15869972109794617
station1,2024/4/15 12:00,1.681818182,0.168181818,0.17515918612480164
station1,2024/4/15 13:00,1,0.1,0.12741199135780334
station1,2024/4/15 14:00,2,0.2,0.12891452014446259
station1,2024/4/15 15:00,1,0.1,0.12830843031406403
station1,2024/4/15 16:00,2,0.2,0.15245971083641052
station1,2024/4/15 17:00,2,0.2,0.1355040967464447
station1,2024/4/15 18:00,1.916666667,0.191666667,0.13847218453884125
station1,2024/4/15 19:00,2,0.2,0.13374963402748108
station1,2024/4/15 20:00,1,0.1,0.1445493847131729
station1,2024/4/15 21:00,2.253333333,0.225333333,0.13283105194568634
station1,2024/4/15 22:00,1.902439024,0.190243902,0.12699374556541443
station1,2024/4/15 23:00,1.56043956,0.156043956,0.13431711494922638
station1,2024/4/16 0:00,1.253012048,0.125301205,0.13617554306983948
station1,2024/4/16 1:00,1.272727273,0.127272727,0.12238620221614838
station1,2024/4/16 2:00,1.133333333,0.113333333,0.11145420372486115
station1,2024/4/16 3:00,1.142857143,0.114285714,0.11226437985897064
station1,2024/4/16 4:00,1,0.1,0.1347992867231369
station1,2024/4/16 5:00,1,0.1,0.14763520658016205
station1,2024/4/16 6:00,1.303571429,0.130357143,0.14130528271198273
station1,2024/4/16 7:00,2.352941176,0.235294118,0.1286470592021942
station1,2024/4/16 8:00,1.803738318,0.180373832,0.14740070700645447
station1,2024/4/16 9:00,4,0.4,0.1345893293619156
station1,2024/4/16 10:00,10,1,0.1466759294271469
station1,2024/4/16 11:00,1,0.1,0.16353580355644226
station1,2024/4/16 12:00,1.681818182,0.168181818,0.13351356983184814
station1,2024/4/16 13:00,4,0.4,0.13145652413368225
station1,2024/4/16 14:00,2,0.2,0.1333390176296234
station1,2024/4/16 15:00,5,0.5,0.1274128258228302
station1,2024/4/16 16:00,3,0.3,0.142282173037529
station1,2024/4/16 17:00,1,0.1,0.13293655216693878
station1,2024/4/16 18:00,1.916666667,0.191666667,0.14190378785133362
station1,2024/4/16 19:00,2,0.2,0.14245732128620148
station1,2024/4/16 20:00,4,0.4,0.14871063828468323
station1,2024/4/16 21:00,2,0.2,0.13303913176059723
station1,2024/4/16 22:00,3,0.3,0.12142646312713623
station1,2024/4/16 23:00,1,0.1,0.1239398941397667
station1,2024/4/17 0:00,1.253012048,0.125301205,0.139081209897995
station1,2024/4/17 1:00,1.272727273,0.127272727,0.12227912992238998
station1,2024/4/17 2:00,2,0.2,0.11348207294940948
station1,2024/4/17 3:00,1.142857143,0.114285714,0.11136092990636826
station1,2024/4/17 4:00,1,0.1,0.1372106671333313
station1,2024/4/17 5:00,1,0.1,0.14161930978298187
station1,2024/4/17 6:00,1,0.1,0.16371643543243408
station1,2024/4/17 7:00,1,0.1,0.118159219622612
station1,2024/4/17 8:00,3,0.3,0.13123399019241333
station1,2024/4/17 9:00,6,0.6,0.12045862525701523
station1,2024/4/17 10:00,5,0.5,0.15648122131824493
station1,2024/4/17 11:00,2,0.2,0.152787983417511
station1,2024/4/17 12:00,1.681818182,0.168181818,0.1594352275133133
station1,2024/4/17 13:00,3,0.3,0.13275419175624847
station1,2024/4/17 14:00,4,0.4,0.1257290095090866
station1,2024/4/17 15:00,8,0.8,0.12441842257976532
station1,2024/4/17 16:00,1,0.1,0.1358894556760788
station1,2024/4/17 17:00,5,0.5,0.12843850255012512
station1,2024/4/17 18:00,2,0.2,0.12811711430549622
station1,2024/4/17 19:00,3,0.3,0.1514362394809723
station1,2024/4/17 20:00,1,0.1,0.13684412837028503
station1,2024/4/17 21:00,2,0.2,0.1260187029838562
station1,2024/4/17 22:00,2,0.2,0.1275566667318344
station1,2024/4/17 23:00,1,0.1,0.1279517114162445
station1,2024/4/18 0:00,1,0.1,0.13964757323265076
station1,2024/4/18 1:00,1.272727273,0.127272727,0.11901694536209106
station1,2024/4/18 2:00,1.133333333,0.113333333,0.10906478017568588
station1,2024/4/18 3:00,1.142857143,0.114285714,0.11237070709466934
station1,2024/4/18 4:00,1,0.1,0.1297818273305893
station1,2024/4/18 5:00,1,0.1,0.1462828367948532
station1,2024/4/18 6:00,1,0.1,0.1469353437423706
station1,2024/4/18 7:00,2,0.2,0.12499519437551498
station1,2024/4/18 8:00,2,0.2,0.13558045029640198
station1,2024/4/18 9:00,4,0.4,0.1322704404592514
station1,2024/4/18 10:00,4,0.4,0.12564751505851746
station1,2024/4/18 11:00,1,0.1,0.16375130414962769
station1,2024/4/18 12:00,1.681818182,0.168181818,0.14661377668380737
station1,2024/4/18 13:00,1,0.1,0.13672439754009247
station1,2024/4/18 14:00,3,0.3,0.12389900535345078
station1,2024/4/18 15:00,1,0.1,0.1351500004529953
station1,2024/4/18 16:00,3,0.3,0.12403122335672379
station1,2024/4/18 17:00,4,0.4,0.143405020236969
station1,2024/4/18 18:00,2,0.2,0.1518038660287857
station1,2024/4/18 19:00,3,0.3,0.14584025740623474
station1,2024/4/18 20:00,2,0.2,0.13722117245197296
station1,2024/4/18 21:00,3,0.3,0.1420092135667801
station1,2024/4/18 22:00,1,0.1,0.13051751255989075
station1,2024/4/18 23:00,2,0.2,0.11651451885700226
station1,2024/4/19 0:00,1,0.1,0.1379641443490982
station1,2024/4/19 1:00,1.272727273,0.127272727,0.12082982063293457
station1,2024/4/19 2:00,1,0.1,0.1089496985077858
station1,2024/4/19 3:00,1.142857143,0.114285714,0.10919302701950073
station1,2024/4/19 4:00,1,0.1,0.13093975186347961
station1,2024/4/19 5:00,1,0.1,0.14742271602153778
station1,2024/4/19 6:00,1,0.1,0.1579619199037552
station1,2024/4/19 7:00,3,0.3,0.130116268992424
station1,2024/4/19 8:00,5,0.5,0.13233239948749542
station1,2024/4/19 9:00,4,0.4,0.13245148956775665
station1,2024/4/19 10:00,10,1,0.19953560829162598
station1,2024/4/19 11:00,2,0.2,0.1401577889919281
station1,2024/4/19 12:00,1.681818182,0.168181818,0.14068634808063507
station1,2024/4/19 13:00,4,0.4,0.1289490908384323
station1,2024/4/19 14:00,3,0.3,0.12055070698261261
station1,2024/4/19 15:00,1,0.1,0.12714940309524536
station1,2024/4/19 16:00,2,0.2,0.1341623216867447
station1,2024/4/19 17:00,2,0.2,0.12491735070943832
