sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,average_value
0.1044941,0.09967573,0.09890897,0.14023317,0.1025044,0.10186262,0.14629489,0.12500028,0.14046511,0.14624907,0.12056883424520493
0.10293475,0.12905583,0.13663177,0.11425475,0.12371521,0.12792324,0.1303983,0.096911676,0.14419493,0.10155713,0.12075775861740112
0.13532458,0.14298539,0.15037058,0.13756178,0.13604525,0.13534015,0.14002432,0.13719903,0.1389066,0.13533272,0.13890902698040009
0.11712113,0.1164003,0.12661996,0.11740993,0.119659625,0.119673416,0.121527165,0.121829405,0.12191478,0.121032365,0.12031880766153336
0.11039111,0.117179215,0.10556313,0.10494365,0.10726983,0.113571204,0.10951113,0.10801948,0.11014544,0.11461975,0.11012139171361923
0.11670075,0.12095225,0.114461005,0.120869644,0.11203618,0.10671152,0.11656327,0.103922695,0.11035102,0.11331229,0.11358805000782013
0.10827694,0.13946834,0.1307569,0.14439283,0.13254641,0.12691665,0.121372044,0.1355082,0.13648236,0.13769703,0.13134177029132843
0.14004022,0.14678901,0.13362071,0.13537866,0.1762509,0.16586457,0.13702764,0.13024616,0.1431455,0.13969307,0.1448056399822235
0.117661774,0.1761961,0.18058719,0.18824454,0.12760109,0.20867637,0.15590475,0.11176148,0.15131435,0.15374541,0.15716931223869324
0.13315232,0.13242275,0.10894142,0.12254781,0.17800646,0.12184471,0.13046482,0.102652766,0.118611425,0.11200448,0.12606491148471832
0.17580207,0.12495617,0.15178083,0.119687766,0.10303061,0.116761714,0.11995915,0.1301856,0.14133814,0.1294139,0.13129159808158875
0.16342501,0.11190977,0.12947413,0.13361163,0.13918616,0.13708416,0.12393883,0.11469322,0.11238682,0.10869544,0.12744049727916718
0.089768946,0.12503704,0.09706224,0.20399055,0.18772241,0.10900975,0.09892526,0.10319417,0.14403982,0.11984534,0.12785956263542175
0.11358196,0.21523294,0.15436971,0.20393553,0.10181135,0.2174866,0.19671242,0.14677495,0.10659292,0.10712846,0.15636268258094788
0.11554129,0.15221082,0.14626099,0.14381173,0.14956518,0.14030418,0.20373668,0.18207788,0.17118934,0.13620143,0.15408994257450104
0.1136768,0.14007023,0.131144,0.1591489,0.11362573,0.14887312,0.14171442,0.14344633,0.14502157,0.093941376,0.13306625187397003
0.15074712,0.10697964,0.09937375,0.15776095,0.14611982,0.11041235,0.14292063,0.09413632,0.1508752,0.14043647,0.12997622787952423
0.32670707,0.14145777,0.14677607,0.14885877,0.13059336,0.13037677,0.14132328,0.14685391,0.141589,0.11024079,0.156477689743042
0.1447934,0.2208788,0.09156729,0.10081188,0.09494611,0.17306092,0.14094868,0.098317504,0.13733654,0.13875605,0.1341417133808136
0.1323205,0.14106223,0.13950269,0.15465686,0.1264199,0.15393648,0.10171412,0.106370755,0.13639303,0.13374144,0.13261182606220245
0.09559625,0.18226974,0.1028977,0.13347012,0.117080554,0.19580692,0.100687064,0.14298823,0.09638493,0.21414511,0.13813266158103943
0.16044675,0.18525991,0.1128105,0.14169987,0.14532855,0.13823242,0.10791747,0.11767956,0.18434116,0.2067249,0.15004411339759827
0.108777404,0.14672412,0.15564102,0.13933015,0.15355137,0.15238461,0.119907185,0.13984527,0.14210662,0.15664944,0.14149174094200134
0.12466327,0.10707676,0.09720535,0.12591952,0.13652015,0.12004352,0.09712201,0.14396603,0.14366546,0.13649099,0.1232672929763794
0.13752535,0.14369462,0.14521137,0.14171457,0.13698255,0.12917863,0.14273608,0.14973558,0.10481562,0.10286069,0.13344550132751465
0.12673861,0.14402619,0.10682981,0.10565706,0.10338139,0.10312872,0.09838409,0.0969484,0.13043459,0.12889926,0.11444280296564102
0.1337851,0.14951527,0.13576257,0.13405722,0.14110789,0.15414779,0.14456306,0.14012977,0.13708039,0.13316308,0.1403312236070633
0.12279168,0.12179939,0.11778497,0.12181861,0.12076243,0.117481,0.12682317,0.12513936,0.12540999,0.126221,0.1226031556725502
0.109407455,0.112292565,0.115324154,0.10535776,0.11215285,0.11070122,0.10480145,0.11166186,0.10750359,0.10329124,0.10924941301345825
0.12910424,0.11340021,0.11846991,0.103204966,0.10978015,0.11199753,0.10655046,0.093426354,0.11431932,0.12353713,0.1123790293931961
0.13816266,0.13255776,0.1347587,0.13944046,0.1362726,0.13418274,0.13036011,0.12681751,0.13380536,0.12492544,0.1331283450126648
0.13360669,0.14675294,0.15928753,0.17194921,0.1367842,0.18595302,0.12943509,0.13781509,0.13510913,0.16192997,0.14986227452754974
0.16260238,0.16942467,0.1511665,0.1046623,0.17968911,0.14329143,0.14576657,0.17557845,0.116931,0.14136393,0.1490476429462433
0.11676689,0.11230998,0.11701833,0.11539673,0.11995883,0.11384105,0.12588456,0.17827867,0.11968057,0.2171301,0.1336265653371811
0.120620094,0.13941172,0.10277093,0.12460925,0.13475299,0.12669043,0.11986261,0.10733401,0.14718473,0.12347579,0.12467125803232193
0.10477896,0.121769354,0.107068755,0.17910352,0.13423741,0.09894531,0.10056469,0.1376986,0.1531306,0.12068425,0.12579813599586487
0.1557319,0.14885241,0.10392672,0.10139513,0.30628437,0.19999428,0.14711244,0.14100267,0.118255615,0.1271626,0.15497180819511414
0.13788983,0.14917597,0.17740244,0.10211974,0.16906686,0.09596602,0.14365919,0.10409032,0.10015953,0.21071981,0.13902497291564941
0.19046174,0.2043822,0.14613883,0.14520812,0.14495462,0.1474459,0.14416504,0.13511683,0.10239994,0.14372571,0.15039989352226257
0.13663071,0.14978582,0.12939382,0.19579303,0.09466372,0.14985433,0.1430763,0.09335939,0.142458,0.098284125,0.13332991302013397
0.14408556,0.11557081,0.1428455,0.09756042,0.13481468,0.13384354,0.1480136,0.098632134,0.09294569,0.12913775,0.12374496459960938
0.12616996,0.18414105,0.20452543,0.1484629,0.14737956,0.1457662,0.14577627,0.13733308,0.13563061,0.100204386,0.1475389301776886
0.13273264,0.14131387,0.13002412,0.14461195,0.11680778,0.14800894,0.14732082,0.13961789,0.0941066,0.1530453,0.13475897908210754
0.11634078,0.14006062,0.104740866,0.13863212,0.09826608,0.15126537,0.11604448,0.14107819,0.13834317,0.14819123,0.12929628789424896
0.13828687,0.09207841,0.14350873,0.15209085,0.13779216,0.14230578,0.17678493,0.1452144,0.14669193,0.13149326,0.1406247317790985
0.14056657,0.10595076,0.15292275,0.10116379,0.109926775,0.19366194,0.15101963,0.17198204,0.15596105,0.10607237,0.1389227658510208
0.09677741,0.14725682,0.09676181,0.15008353,0.15373084,0.15422352,0.20495574,0.19602579,0.14929265,0.14757995,0.14966881275177002
0.12989451,0.13446166,0.14594562,0.11329,0.099163376,0.1342938,0.12445017,0.13273168,0.14968564,0.12436592,0.128828227519989
0.1071773,0.10806765,0.13034359,0.12897544,0.12874006,0.1323365,0.14978887,0.14976385,0.14276463,0.1280524,0.13060101866722107
0.13915795,0.13589215,0.12725833,0.12034743,0.13140799,0.124112606,0.11374748,0.12626943,0.122880906,0.11955345,0.1260627806186676
0.13999443,0.1420383,0.13953036,0.13579565,0.14284477,0.13082574,0.14207926,0.15676068,0.13460876,0.13076727,0.13952451944351196
0.11540947,0.1259015,0.1305439,0.12250948,0.12196517,0.11582108,0.12453016,0.1216103,0.12961698,0.11787801,0.12257859855890274
0.10834679,0.12154413,0.103602365,0.11782061,0.10711187,0.1175272,0.11765948,0.10567127,0.112668715,0.11810854,0.1130061000585556
0.10764919,0.11755801,0.22191463,0.11119765,0.11201908,0.110776655,0.09278822,0.10615578,0.11057598,0.117728055,0.12083633244037628
0.1370154,0.1360355,0.13123055,0.13103542,0.12866637,0.12768191,0.13713476,0.17640309,0.14164566,0.13608862,0.13829371333122253
0.14121692,0.18494368,0.16344199,0.16591704,0.14088935,0.1681389,0.16892883,0.14490576,0.14189155,0.13272926,0.1553003489971161
0.16861647,0.14465886,0.14822282,0.18174964,0.18256839,0.15344557,0.15961288,0.17071255,0.1364037,0.13842963,0.15844205021858215
0.31133223,0.21681267,0.11499024,0.13116746,0.110494174,0.119051754,0.11028629,0.11960276,0.103072405,0.10794338,0.14447534084320068
0.102735884,0.13670838,0.16250099,0.13771528,0.1428286,0.11572183,0.110744104,0.1311499,0.10638808,0.15273894,0.12992319464683533
0.1403988,0.106147,0.14278631,0.12330133,0.1305075,0.098292194,0.118724,0.10540395,0.12713899,0.13208398,0.12247840315103531
0.09731304,0.095363006,0.31126794,0.09916592,0.18657088,0.09884021,0.17687699,0.3003904,0.15449986,0.18059357,0.17008818686008453
0.10186653,0.094895035,0.09960848,0.18808246,0.1845789,0.30359668,0.15232736,0.10787648,0.10643823,0.1811684,0.15204386413097382
0.3421771,0.09922228,0.14967741,0.10125156,0.1409704,0.10207694,0.15112938,0.10909924,0.14604513,0.1406786,0.14823280274868011
0.14144194,0.1109571,0.13971138,0.13428636,0.13557024,0.13878646,0.14267707,0.14288114,0.14116573,0.13271236,0.13601897656917572
0.10182915,0.102233686,0.10240069,0.15183203,0.108367905,0.15723252,0.13398343,0.13933992,0.14279127,0.14285165,0.128286212682724
0.10362513,0.13912617,0.09668812,0.143338,0.14529276,0.14142247,0.10231599,0.14865325,0.14549273,0.1340321,0.12999866902828217
0.14484112,0.1974476,0.14611769,0.14787598,0.0975073,0.14075556,0.08923815,0.10886763,0.13791828,0.15060928,0.1361178457736969
0.13212003,0.1331257,0.1428557,0.088145174,0.13085938,0.09987473,0.13905197,0.14769578,0.14425264,0.14337246,0.13013534247875214
0.15312244,0.14156212,0.13660419,0.14932612,0.10327354,0.14267056,0.119006835,0.100077175,0.1399333,0.20202014,0.13875964283943176
0.10409262,0.2808669,0.14176755,0.14622462,0.15433991,0.15956852,0.158989,0.13137347,0.1464619,0.15804918,0.15817338228225708
0.17950992,0.20889333,0.13334131,0.14042184,0.19133456,0.10985468,0.1351096,0.15259072,0.09879959,0.09852387,0.14483794569969177
0.109123275,0.19683859,0.11900627,0.16070719,0.10785611,0.13714159,0.13615294,0.12934487,0.12979183,0.14292455,0.13688871264457703
0.16334692,0.120706566,0.08987909,0.13070762,0.10007082,0.15256868,0.102399185,0.11549907,0.1426106,0.124299675,0.12420882284641266
0.10725631,0.14611208,0.11949795,0.13906653,0.11376198,0.12109846,0.09832814,0.12699987,0.11749956,0.12543571,0.12150565534830093
0.14377542,0.13475832,0.14113124,0.13432641,0.13721138,0.13938993,0.13070458,0.13709278,0.14434505,0.1369986,0.1379733830690384
0.12018514,0.11791841,0.11842565,0.119965754,0.121956766,0.10921002,0.105878085,0.112744905,0.12643132,0.12085831,0.11735744774341583
0.106941536,0.11588719,0.106990434,0.11498474,0.103388935,0.10398415,0.11230744,0.10749168,0.11133502,0.11100138,0.10943125188350677
0.13549213,0.09935507,0.12188192,0.11245489,0.11346158,0.11694702,0.10333607,0.10243175,0.123101994,0.10629323,0.11347556114196777
0.12947604,0.12020924,0.13914329,0.12726787,0.1347928,0.12923887,0.13103022,0.13204646,0.13994128,0.13178678,0.13149328529834747
0.14096813,0.14270005,0.14242946,0.1680372,0.1599931,0.13324305,0.12868303,0.13505875,0.13605937,0.13729519,0.14244672656059265
0.17552157,0.14399318,0.13934551,0.1016315,0.1423526,0.17357215,0.1434918,0.17158715,0.16431676,0.128013,0.1483825296163559
0.1128673,0.11735409,0.11934937,0.19908126,0.12600492,0.110973574,0.12634529,0.09297593,0.10588203,0.12025505,0.1231088861823082
0.14107358,0.13938136,0.13520575,0.12512268,0.14808644,0.11932212,0.13738422,0.15054052,0.1042387,0.15305959,0.13534149527549744
0.11314765,0.15248224,0.11301921,0.116360426,0.13833861,0.13302031,0.12909135,0.1003934,0.13574946,0.09615427,0.12277569621801376
0.12650147,0.14337982,0.14879729,0.095396884,0.101546876,0.19571339,0.13177276,0.09840095,0.2050244,0.10387384,0.1350407600402832
0.10143474,0.10918345,0.3059575,0.15472339,0.100591846,0.1002777,0.109999985,0.10186806,0.10643575,0.102699645,0.12931720912456512
0.12812087,0.12411338,0.13281521,0.21292314,0.09533453,0.14656213,0.15038165,0.15041485,0.19806078,0.19163522,0.1530361771583557
0.14081874,0.14838071,0.15438984,0.14254247,0.12705393,0.14012384,0.14176404,0.10253809,0.14383893,0.19782086,0.14392714202404022
0.14482762,0.09986578,0.101620376,0.15136696,0.13437803,0.10204773,0.14137803,0.14345808,0.0894792,0.13419601,0.1242617815732956
0.14307106,0.1078562,0.10658066,0.20082027,0.106155425,0.14700028,0.14006904,0.14149633,0.14760831,0.19335426,0.14340117573738098
0.14197972,0.14506471,0.109359786,0.18168527,0.15432563,0.14558505,0.1496979,0.10198549,0.09922837,0.14880596,0.13777178525924683
0.09697884,0.19919783,0.13778286,0.14521442,0.13973925,0.14613368,0.13571148,0.14169894,0.101392575,0.137487,0.1381336897611618
0.14190929,0.10077133,0.15714554,0.095397584,0.10110506,0.08838345,0.092744745,0.11842511,0.13943261,0.16425358,0.119956836104393
0.09658718,0.10779365,0.1505802,0.1449507,0.15786669,0.116185576,0.10421046,0.14340124,0.106612355,0.15628807,0.12844759225845337
0.09872558,0.16788736,0.13106069,0.14752631,0.14746207,0.14279129,0.14905941,0.15990251,0.16796774,0.16582984,0.14782127737998962
0.13406643,0.13827382,0.20870426,0.18653585,0.09998211,0.09607095,0.14420216,0.29662806,0.09971263,0.15830734,0.15624836087226868
0.116200626,0.12669839,0.14508419,0.12630603,0.101776,0.13233079,0.15017791,0.107151,0.09689787,0.13235644,0.12349791824817657
0.1132422,0.14613557,0.12946853,0.14428747,0.11322806,0.11109288,0.13832945,0.12243873,0.13233571,0.14409521,0.12946537137031555
0.13133813,0.14091077,0.13626696,0.12966754,0.13635741,0.13731205,0.14306529,0.14546847,0.14320233,0.13565554,0.1379244476556778
0.12398648,0.12683406,0.12603377,0.11539709,0.12774798,0.12093194,0.13137706,0.124484375,0.121723965,0.13393709,0.1252453774213791
0.10485869,0.11187948,0.104973085,0.10677392,0.10349794,0.10032171,0.11156561,0.10798473,0.10954686,0.10976395,0.10711659491062164
0.10583556,0.09413214,0.12235337,0.10959575,0.10982623,0.118145354,0.11659666,0.10325779,0.115488075,0.11087296,0.11061038076877594
0.1332735,0.13129336,0.12412677,0.13136412,0.13034977,0.1240008,0.12143234,0.14035626,0.13521232,0.125914,0.12973232567310333
0.13500682,0.14041294,0.16297272,0.13545819,0.1421836,0.13502416,0.17167604,0.1372776,0.16576105,0.17751335,0.15032866597175598
0.17716096,0.15987682,0.1576313,0.13520114,0.13773794,0.095823,0.18656665,0.13823988,0.13923459,0.1694975,0.1496969759464264
0.11796574,0.10791327,0.11653966,0.124149874,0.10796078,0.12837376,0.11880254,0.12598792,0.106240705,0.117968604,0.11719027906656265
0.20919698,0.1345963,0.14035587,0.0972677,0.124760345,0.13853692,0.1055231,0.14068596,0.0969792,0.13845421,0.1326356679201126
0.15325302,0.1550006,0.13121213,0.10525727,0.13087071,0.16757782,0.10238527,0.12792276,0.13024248,0.12058669,0.13243086636066437
0.09707183,0.09721215,0.14892745,0.1429802,0.097051814,0.102638245,0.2953338,0.14976875,0.12096872,0.14576519,0.13977180421352386
0.13765994,0.19858223,0.14116524,0.10996774,0.106931336,0.16339026,0.14211383,0.174849,0.20927921,0.15605022,0.15399889647960663
0.1318158,0.14120202,0.09570339,0.15688144,0.13953091,0.099016845,0.15126242,0.19590612,0.10265808,0.14990294,0.13638798892498016
0.19346474,0.14399336,0.096998,0.1483822,0.12914272,0.09719294,0.102340065,0.09491469,0.20461683,0.14066942,0.13517150282859802
0.093061395,0.15034589,0.09839829,0.13041154,0.14362521,0.12638554,0.10749876,0.14154497,0.09807222,0.09838705,0.11877308040857315
0.14191838,0.15079594,0.20207165,0.13135776,0.14043388,0.14583728,0.14715427,0.09802244,0.14679784,0.095043726,0.13994333148002625
0.14662175,0.1466213,0.14118613,0.1414257,0.095719196,0.18405752,0.11966775,0.103437446,0.15579893,0.10193523,0.1336471140384674
0.14302282,0.14447689,0.13818938,0.13912995,0.14373569,0.3217247,0.1576141,0.10062872,0.10122767,0.15990004,0.15496499836444855
0.14306122,0.09629017,0.10271306,0.15413934,0.09653889,0.09423121,0.09780835,0.14544228,0.096577175,0.13808994,0.11648915708065033
0.11580059,0.09096184,0.16368227,0.15469602,0.13344644,0.11765852,0.13503507,0.13742319,0.14689243,0.14666165,0.13422580063343048
0.117691346,0.26145053,0.1702073,0.14981528,0.15816416,0.14959984,0.14084716,0.15276344,0.10589319,0.1489973,0.15554295480251312
0.12891798,0.09960847,0.09821507,0.13388951,0.13113752,0.15034099,0.103308305,0.13015959,0.09439599,0.13045934,0.12004326283931732
0.18903378,0.12344146,0.14308082,0.13061725,0.14560531,0.09942864,0.12438889,0.13537955,0.1386235,0.14320113,0.13728003203868866
0.103612885,0.13867158,0.13190255,0.12570256,0.144545,0.13056973,0.13376305,0.12394843,0.12940688,0.13083759,0.12929603457450867
0.13824931,0.14695996,0.13829479,0.13985892,0.13122113,0.13510646,0.14024356,0.13978513,0.1389347,0.13265997,0.13813140988349915
0.19024852,0.11843784,0.109059386,0.12139669,0.1203788,0.13123539,0.12968811,0.122096404,0.1272083,0.12025982,0.1290009468793869
0.111504376,0.108082,0.11864348,0.10582943,0.100380674,0.10900958,0.11219289,0.11398678,0.113915995,0.10938905,0.11029341071844101
0.10509359,0.10783879,0.10387236,0.12358231,0.107317366,0.10285147,0.10020168,0.10382955,0.111389294,0.104510695,0.10704870522022247
0.13872105,0.14127633,0.12640855,0.13346545,0.14791892,0.1204555,0.13187736,0.14273499,0.13048063,0.31264788,0.15259866416454315
0.14172041,0.17432372,0.13769634,0.1433304,0.13687365,0.13722907,0.15606135,0.14923069,0.13266213,0.14434862,0.14534765481948853
0.13092521,0.13887228,0.114538416,0.17338087,0.13787778,0.1471636,0.16387461,0.18385662,0.13749929,0.124975055,0.1452963799238205
0.12319138,0.12240605,0.2668018,0.10152614,0.12439228,0.10610141,0.12621541,0.1891477,0.115705624,0.10981832,0.13853059709072113
0.13298005,0.11300091,0.1405515,0.1561831,0.12075709,0.14120226,0.1302915,0.12502645,0.14016473,0.14077522,0.1340932846069336
0.16732548,0.14213309,0.15176666,0.11648055,0.12148266,0.105044976,0.11662067,0.12224662,0.122510456,0.13664314,0.13022541999816895
0.19989501,0.13942532,0.09019755,0.31229046,0.09606246,0.11261976,0.13798235,0.12018038,0.17617375,0.107726194,0.14925530552864075
0.19313616,0.09791417,0.17247598,0.1054429,0.15099181,0.09561989,0.09574206,0.15900816,0.09469065,0.15794198,0.1322963684797287
0.1557898,0.15547432,0.09763658,0.09873746,0.15419725,0.13904017,0.14005171,0.13676006,0.11627215,0.13961765,0.1333577185869217
0.12124418,0.1561129,0.09682367,0.17528532,0.14305167,0.13968705,0.09903086,0.103350505,0.10244824,0.14349802,0.12805324792861938
0.13843325,0.09834876,0.12883703,0.14057441,0.11464002,0.13304804,0.09231598,0.14003026,0.096253484,0.1262532,0.12087345123291016
0.18577148,0.13921593,0.13391076,0.095966615,0.15550692,0.16036068,0.13778876,0.14013356,0.10694671,0.14747699,0.14030784368515015
0.15313411,0.15275092,0.14469445,0.14788803,0.132446,0.13250434,0.20943521,0.14765826,0.13542385,0.10266334,0.14585983753204346
0.12661089,0.12780493,0.14490913,0.13449998,0.192317,0.13631643,0.10695969,0.14723627,0.21342042,0.12951139,0.14595860242843628
0.14886574,0.1418488,0.13475102,0.116271995,0.09688401,0.11078625,0.14623602,0.14198409,0.14833929,0.09771458,0.12836816906929016
0.15781617,0.16162692,0.09947421,0.16533029,0.16359304,0.14531371,0.19359295,0.14876042,0.15311766,0.18637235,0.1574997752904892
0.098170005,0.15490085,0.1470811,0.19213524,0.10297386,0.13155672,0.10501955,0.13453066,0.09433027,0.175846,0.1336544305086136
0.09978714,0.11349091,0.13723876,0.18826683,0.1013668,0.10378703,0.14345136,0.27086148,0.13796698,0.10806195,0.14042791724205017
0.11615711,0.1270272,0.11777038,0.1417417,0.093091324,0.09720251,0.2184648,0.14004306,0.11210196,0.09873712,0.12623371183872223
0.14943632,0.29107445,0.09915937,0.10125073,0.121576265,0.10334624,0.13058427,0.11947082,0.14270763,0.13297556,0.13915815949440002
0.14576918,0.13250503,0.13746987,0.14132163,0.133954,0.14087354,0.13096443,0.13968492,0.13655919,0.13912699,0.13782289624214172
0.11931308,0.11745942,0.12757783,0.1184991,0.123318635,0.12898035,0.12184519,0.1367204,0.13069554,0.12786795,0.12522774934768677
0.11822253,0.108556606,0.107701525,0.105649754,0.099915974,0.11750156,0.109677844,0.11919964,0.11549977,0.11500514,0.11169303953647614
0.10467188,0.12157489,0.09770841,0.1100358,0.10759393,0.1052267,0.12902142,0.112838835,0.11708595,0.105521806,0.11112795770168304
0.12652794,0.12485161,0.13230568,0.1281307,0.12812835,0.13684005,0.14331436,0.13515088,0.13097416,0.13449475,0.132071852684021
0.16388398,0.12975252,0.1291006,0.13742262,0.14175034,0.15382844,0.14649229,0.14319913,0.12813832,0.13416664,0.1407734751701355
0.20818247,0.19893569,0.17869619,0.14178625,0.14787313,0.17226864,0.14881222,0.11815414,0.1320926,0.16603321,0.1612834483385086
0.1135272,0.10788736,0.13702404,0.10902197,0.1177631,0.123805925,0.11258808,0.21377982,0.121192195,0.1101377,0.12667274475097656
0.109813415,0.20236944,0.1296643,0.14511275,0.11822943,0.14108104,0.12156697,0.13317561,0.14769225,0.14303724,0.13917423784732819
0.10784003,0.13685502,0.12338399,0.12150151,0.13994049,0.13659517,0.13992923,0.1487866,0.14392912,0.0894317,0.1288192719221115
0.105531804,0.14575778,0.10437899,0.13938233,0.097841054,0.1938967,0.13350695,0.10821643,0.11128668,0.13721684,0.1277015507221222
0.16203706,0.1193501,0.10683993,0.19392134,0.09354666,0.15471633,0.1974172,0.14261304,0.15928197,0.13026331,0.14599868655204773
0.1439376,0.10495654,0.15626603,0.102914825,0.14316748,0.19957222,0.1333849,0.13218762,0.09875284,0.13226542,0.13474056124687195
0.14687108,0.09678251,0.15323648,0.14055648,0.15424046,0.1439624,0.15033516,0.13051745,0.16561054,0.14326674,0.142537921667099
0.19482777,0.20900936,0.13665621,0.118759654,0.14206314,0.120122954,0.15414141,0.14895263,0.15019114,0.10367688,0.14784011244773865
0.11553628,0.1431125,0.09492265,0.14048533,0.10045251,0.102193765,0.14038308,0.14146872,0.29441297,0.13640906,0.1409376859664917
0.13887423,0.14503637,0.14970315,0.13097283,0.105615385,0.1443985,0.14086448,0.104934655,0.09685693,0.13943025,0.1296686828136444
0.15888095,0.1387358,0.18281831,0.14124085,0.14034665,0.14531963,0.09617537,0.20205584,0.099226296,0.14582567,0.14506253600120544
0.13862862,0.09662754,0.13005751,0.13902248,0.14561635,0.097729355,0.14032623,0.1565143,0.08855841,0.13489081,0.1267971694469452
0.16294692,0.10280507,0.10170584,0.16623613,0.14609168,0.09909795,0.09718155,0.09512806,0.14020933,0.15527542,0.1266678124666214
0.16353929,0.21696204,0.11497666,0.17943585,0.103994295,0.29522946,0.2664416,0.16096118,0.14934035,0.098186456,0.17490671575069427
0.10573505,0.13959181,0.20622803,0.15110587,0.16437504,0.1525518,0.1597418,0.1007658,0.15330446,0.123729505,0.14571291208267212
0.13931735,0.16123566,0.13046436,0.14229372,0.109934874,0.12856503,0.09980867,0.14256606,0.15968053,0.14030644,0.13541726768016815
0.14936726,0.12650399,0.128387,0.12859488,0.14894205,0.13197264,0.13091084,0.13026968,0.13070811,0.13602313,0.13416795432567596
0.14134419,0.13902904,0.14860648,0.16243148,0.12826669,0.13356322,0.1345683,0.14723806,0.14143723,0.13766558,0.14141502976417542
0.1209902,0.12145216,0.1169871,0.11468349,0.12121242,0.13102156,0.12563428,0.12930822,0.13352545,0.12694041,0.124175526201725
0.105455756,0.119537614,0.11207378,0.11926369,0.10445358,0.11643637,0.11160312,0.11179965,0.11483061,0.112735786,0.11281899362802505
0.1115274,0.108183846,0.1081547,0.12364364,0.11194572,0.106904715,0.10257232,0.09962135,0.10989004,0.096550904,0.10789947211742401
0.120153666,0.12841262,0.13050367,0.119807616,0.123286664,0.1267423,0.13025498,0.13953373,0.12535636,0.13429621,0.1278347671031952
0.13776316,0.14278832,0.15012653,0.1348534,0.15116563,0.14566621,0.12980023,0.14159721,0.14794342,0.15307823,0.14347822964191437
0.122215174,0.13375321,0.12289705,0.1370984,0.1616937,0.14350949,0.1527037,0.14655653,0.16983534,0.15469089,0.14449533820152283
0.1346392,0.13240896,0.11321858,0.13210762,0.11083962,0.13650599,0.29849133,0.123215966,0.10780131,0.10709028,0.13963188230991364
0.13637504,0.12105148,0.13186882,0.10792457,0.105113946,0.14277175,0.1417681,0.1391814,0.13270448,0.099808246,0.12585678696632385
