sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,average_value
0.13983664,0.13180594,0.12694913,0.14405657,0.15009761,0.10438134,0.10124225,0.10285212,0.15894395,0.09535991,0.12555254995822906
0.13914248,0.099593855,0.09716571,0.13508797,0.13034979,0.13262412,0.22177315,0.1097975,0.1487617,0.10060501,0.13149014115333557
0.15025097,0.14286768,0.14464301,0.13636287,0.11345906,0.1393759,0.15098633,0.13974845,0.13396256,0.14484201,0.1396498829126358
0.14219342,0.109881826,0.10197321,0.10512749,0.14906913,0.1278205,0.13267896,0.124055624,0.1281428,0.14810576,0.12690487504005432
0.14557269,0.09560843,0.12434879,0.12124101,0.13763158,0.105168164,0.100406155,0.13897522,0.16115612,0.14125784,0.12713660299777985
0.10261793,0.08795915,0.13775176,0.14206499,0.13976899,0.14856327,0.2019658,0.12044506,0.09728757,0.14014784,0.131857231259346
0.12655914,0.1541891,0.10052318,0.14664316,0.14987198,0.1621756,0.13927364,0.1481654,0.15649332,0.13243707,0.14163316786289215
0.15885125,0.10742666,0.10954824,0.12742147,0.12527896,0.1479368,0.10519279,0.15916845,0.1137038,0.14377047,0.12982989847660065
0.09696883,0.13589653,0.14327751,0.0894449,0.13216193,0.099353015,0.13147354,0.12339126,0.12841511,0.14605375,0.12264363467693329
0.11806809,0.12916072,0.14009103,0.12021268,0.13198186,0.144344,0.11995031,0.1354618,0.12707667,0.16022022,0.1326567381620407
0.12986656,0.13279603,0.123223566,0.13731241,0.12725341,0.1269427,0.12616627,0.13850547,0.1232798,0.12012867,0.12854748964309692
0.12605225,0.110374086,0.120762266,0.13222437,0.12615493,0.12380696,0.13529417,0.12192784,0.116983995,0.115070164,0.12286510318517685
0.10914956,0.11555507,0.12888853,0.121162415,0.10687445,0.110674724,0.109761365,0.11011797,0.11789099,0.11772653,0.11478016525506973
0.12574689,0.107653886,0.11301164,0.11286777,0.13431907,0.12257925,0.12047489,0.11900396,0.123165905,0.1301421,0.12089654058218002
0.13044703,0.13049813,0.13007571,0.13798906,0.12392217,0.14509583,0.1389794,0.12776728,0.14767279,0.13534324,0.13477906584739685
0.12951678,0.15091966,0.1456814,0.14472935,0.16513456,0.13112913,0.17512614,0.15797348,0.13129203,0.16252004,0.14940226078033447
0.11370459,0.12647443,0.116409965,0.13219282,0.116301216,0.115605235,0.12596245,0.12189364,0.114476785,0.127009,0.12100301682949066
0.12373421,0.099380374,0.11881877,0.10175326,0.12720363,0.13444366,0.17220163,0.111862175,0.11276599,0.10522078,0.1207384467124939
0.15867369,0.10226451,0.12426326,0.104066,0.1400613,0.13184035,0.14805907,0.10037536,0.09249476,0.10938475,0.12114831060171127
0.48427492,0.14373024,0.12820405,0.12409372,0.08683069,0.09767428,0.13098547,0.11164015,0.13996293,0.09625135,0.15436477959156036
0.1440102,0.15041214,0.15463418,0.19888966,0.097779006,0.09578095,0.13664573,0.19019456,0.17363195,0.1589352,0.15009135007858276
0.17563726,0.14915422,0.09460485,0.14669237,0.1827891,0.14511192,0.15661554,0.15401025,0.17689902,0.19514228,0.1576656848192215
0.20650922,0.124728456,0.22500545,0.15679382,0.136057,0.0966319,0.15421662,0.14703265,0.09398808,0.14766392,0.14886270463466644
0.15613176,0.096133694,0.15361206,0.09054906,0.15843408,0.09492225,0.17387255,0.13624203,0.13897534,0.12996182,0.1328834593296051
0.15684317,0.10748296,0.1343562,0.102811374,0.093784004,0.10662683,0.13535786,0.10010003,0.09526858,0.10261537,0.11352463066577911
0.13800457,0.13256459,0.13634562,0.09896746,0.15717192,0.13234341,0.13205558,0.09971061,0.13256915,0.15275776,0.1312490701675415
0.08389605,0.10631769,0.11720081,0.1452345,0.12788713,0.14400707,0.13730322,0.13818313,0.14280705,0.10550393,0.12483404576778412
0.14213124,0.15660682,0.13759226,0.1476495,0.12680519,0.09807966,0.138811,0.120784566,0.10762609,0.27810204,0.14541883766651154
0.10357637,0.13701509,0.13635135,0.14462867,0.16629376,0.114932284,0.118235275,0.14338183,0.13337663,0.10912511,0.13069164752960205
0.1602634,0.10738251,0.14618608,0.09650558,0.15538043,0.1276625,0.12615708,0.13632047,0.14450136,0.14792281,0.13482820987701416
0.13261516,0.09567977,0.11830598,0.1053824,0.10028078,0.105530865,0.10248003,0.13360028,0.1277782,0.12669039,0.11483439058065414
0.14329392,0.1476468,0.120267555,0.15043949,0.15850711,0.13081504,0.13428187,0.13419653,0.11140396,0.13552403,0.1366376280784607
0.15420865,0.14494191,0.109702066,0.1035524,0.12422307,0.1220674,0.13561982,0.12690663,0.12930728,0.10005969,0.12505888938903809
0.13275458,0.12083553,0.14730966,0.13097082,0.11545905,0.11291301,0.119350374,0.1187529,0.11163837,0.11788879,0.12278731167316437
0.13141866,0.13631053,0.12141431,0.1230867,0.1349495,0.1320054,0.13330202,0.13590984,0.13697818,0.1379429,0.13233180344104767
0.11212862,0.11408222,0.109996535,0.13437495,0.12826525,0.12883484,0.13636953,0.13617277,0.1285722,0.109906994,0.12387039512395859
0.10928679,0.108294874,0.12599218,0.10712608,0.11702949,0.11377783,0.110284865,0.11612181,0.10178497,0.12267969,0.11323785781860352
0.11742393,0.120715916,0.12213914,0.12919328,0.10865688,0.11467634,0.11919775,0.11875215,0.12463625,0.11660774,0.11919994652271271
0.13624474,0.1294286,0.115971245,0.13037033,0.13418968,0.14013658,0.13044752,0.1409943,0.14257675,0.12874205,0.13291019201278687
0.13762698,0.14452454,0.16465051,0.17420016,0.1290749,0.15569425,0.12500189,0.1518097,0.12855858,0.13615648,0.14472979307174683
0.10375808,0.11906655,0.12436792,0.109158486,0.15215752,0.10753634,0.118937165,0.11653329,0.13035235,0.116709076,0.11985768377780914
0.16461496,0.15037788,0.10809399,0.15482931,0.17310598,0.14112943,0.096164644,0.14855206,0.10892274,0.19366206,0.14394530653953552
0.1359563,0.12883814,0.11864989,0.11944621,0.097956866,0.12240603,0.13087994,0.1358353,0.09690577,0.12057455,0.12074489891529083
0.09393801,0.13348757,0.09494533,0.13707763,0.14133576,0.123826854,0.101766646,0.14326544,0.13795622,0.13876867,0.12463681399822235
0.1449152,0.09492108,0.28385106,0.09732001,0.16068593,0.15785034,0.13027576,0.1522983,0.10666715,0.09439016,0.1423175036907196
0.14685945,0.15294424,0.09613401,0.10737042,0.15856321,0.20322776,0.15974744,0.13029914,0.15253527,0.16771226,0.14753931760787964
0.14714253,0.12583046,0.1314725,0.14908078,0.20681314,0.103366524,0.13120338,0.099763945,0.12936236,0.12149632,0.1345532089471817
0.09212581,0.14125626,0.14513576,0.15769547,0.14535081,0.15438943,0.13169496,0.12389325,0.09678164,0.09818958,0.12865129113197327
0.14746556,0.16032407,0.14675546,0.14208673,0.1364945,0.14538333,0.100884855,0.10974045,0.16345336,0.10382544,0.13564136624336243
0.14391777,0.2237554,0.100710034,0.15070428,0.1465221,0.14271887,0.14291075,0.10046392,0.099188074,0.2928968,0.15437880158424377
0.14057225,0.13674587,0.13952686,0.09822902,0.15176345,0.1362359,0.1554256,0.10212608,0.13363235,0.110268675,0.13045260310173035
0.13812439,0.12427462,0.12129779,0.13541439,0.13417058,0.1322942,0.09479721,0.14707941,0.14116277,0.13809133,0.13067065179347992
0.13959275,0.11516275,0.10287305,0.15281571,0.10505203,0.09636147,0.106042154,0.1442219,0.14841218,0.14842132,0.12589552998542786
0.13561243,0.14355615,0.101002626,0.10888255,0.11468669,0.11109786,0.14208227,0.15426306,0.102118485,0.09539632,0.12086983770132065
0.11472288,0.10385101,0.1409798,0.12980059,0.09399834,0.09717167,0.15230446,0.14540814,0.13077338,0.12540503,0.12344153970479965
0.13717985,0.09339403,0.15175433,0.14352253,0.15749952,0.15744323,0.13657257,0.13170353,0.15785286,0.12756225,0.13944847881793976
0.12953039,0.12200575,0.12394213,0.15121748,0.09845731,0.12746167,0.12759623,0.13230938,0.13985652,0.14739619,0.12997731566429138
0.1447762,0.13591039,0.13772774,0.11879256,0.12319664,0.13688639,0.1202739,0.13825062,0.15785536,0.11377029,0.13274401426315308
0.12922204,0.13142294,0.12749621,0.13612758,0.12753057,0.13510056,0.1269447,0.13758545,0.13172233,0.12570639,0.13088586926460266
0.11505794,0.12751752,0.1240839,0.12906195,0.12231435,0.13343784,0.123929225,0.11638811,0.100966945,0.11968996,0.12124477326869965
0.11442228,0.11998145,0.110296085,0.11084681,0.11944084,0.10424101,0.116946556,0.11050253,0.10446572,0.11140892,0.11225523054599762
0.12605467,0.13179065,0.12891507,0.12075318,0.11632933,0.116834655,0.11757527,0.120943256,0.117528155,0.11963944,0.12163636833429337
0.13380654,0.14065892,0.13687417,0.13481176,0.13881479,0.13969566,0.13318065,0.13959478,0.14325891,0.13617319,0.13768693804740906
0.16181785,0.12528968,0.16320874,0.11532917,0.13102102,0.13672893,0.12864415,0.13561963,0.13222031,0.1283505,0.13582298159599304
0.1319601,0.13170141,0.119613394,0.12993397,0.11358486,0.11385378,0.11558772,0.1305823,0.10310073,0.11755878,0.12074770778417587
0.13763301,0.15571758,0.14510703,0.15640433,0.11396292,0.14842053,0.13793845,0.13944933,0.18845141,0.16606334,0.14891478419303894
0.13307093,0.09273766,0.09984239,0.11894451,0.101471156,0.10151408,0.10205397,0.09849476,0.12212002,0.13453448,0.11047840118408203
0.13309012,0.12951232,0.15525138,0.09530539,0.14963624,0.15041901,0.11919606,0.14901946,0.124702476,0.09523987,0.13013723492622375
0.12918678,0.16459465,0.17313808,0.12843715,0.09703085,0.15855613,0.16859126,0.15624836,0.11233735,0.15594348,0.14440640807151794
0.12718561,0.10316208,0.14851423,0.09874351,0.15640482,0.095525295,0.18189701,0.16564266,0.20208716,0.15213458,0.14312967658042908
0.14607221,0.19459969,0.1493658,0.093728445,0.14081481,0.14456618,0.14476648,0.098804004,0.13807222,0.15218744,0.14029772579669952
0.13609008,0.14839865,0.11097013,0.14289784,0.12077264,0.093784355,0.10187447,0.11130828,0.35676312,0.19955464,0.15224142372608185
0.092054635,0.10058624,0.10613029,0.089831494,0.13440521,0.09580373,0.11120329,0.14631411,0.101636834,0.1565472,0.11345131695270538
0.09266858,0.2122006,0.15807928,0.13616838,0.13773532,0.10391541,0.12974584,0.14687021,0.16685815,0.10881039,0.1393052190542221
0.1349248,0.12932423,0.12714347,0.09367005,0.10508151,0.098543,0.12626432,0.13232633,0.12703401,0.15206799,0.12263797223567963
0.13583174,0.1114915,0.096743524,0.09615653,0.14730309,0.1144383,0.14374056,0.1272305,0.096155,0.14125344,0.12103442847728729
0.12832382,0.13814121,0.11419841,0.10708809,0.09751338,0.13747434,0.15190925,0.12443291,0.13456342,0.103472054,0.12371168285608292
0.12029793,0.105993494,0.1400878,0.11617497,0.13671196,0.12382071,0.13082422,0.31103575,0.12860106,0.14747594,0.14610238373279572
0.09620447,0.148218,0.102471925,0.101042055,0.13817541,0.13980804,0.10664279,0.13935836,0.121508665,0.13014485,0.12235745042562485
0.15386745,0.13686515,0.12896043,0.09792502,0.14622971,0.11958526,0.14830996,0.13976878,0.14550051,0.10695377,0.1323966085910797
0.10404845,0.10310729,0.3405348,0.13578424,0.13299578,0.14847635,0.10488169,0.09778164,0.13878743,0.13032752,0.14367251098155975
0.11804247,0.14575942,0.11936334,0.11899671,0.12220246,0.1366908,0.13604929,0.1357768,0.14670996,0.13409315,0.13136842846870422
0.12344836,0.138195,0.121894754,0.13468806,0.12935257,0.1408491,0.13713495,0.13171655,0.13614461,0.13093574,0.13243597745895386
0.12477827,0.11525496,0.12733042,0.12523979,0.12734118,0.13098916,0.124385945,0.13226032,0.12735109,0.122949764,0.12578807771205902
0.11549923,0.12126861,0.09776079,0.11773918,0.101232745,0.11125303,0.106154494,0.11870581,0.1090984,0.11899202,0.11177042871713638
0.11625905,0.119988516,0.12268786,0.114806354,0.12105761,0.1198784,0.11380744,0.12798809,0.11624071,0.11910491,0.11918189376592636
0.14495358,0.137094,0.14254142,0.12790537,0.122714415,0.13986707,0.14095412,0.1486779,0.13607302,0.13982737,0.1380608230829239
0.11977282,0.18246736,0.15342483,0.1454979,0.14372887,0.14220843,0.12543692,0.11571464,0.122612864,0.15031949,0.14011840522289276
0.12426443,0.1225833,0.12044668,0.13593036,0.121847525,0.10568677,0.12022694,0.11648391,0.12002992,0.11234797,0.11998476833105087
0.14201635,0.17626317,0.15366492,0.16919532,0.14687926,0.09775115,0.24944735,0.15464841,0.14759514,0.12553711,0.15629981458187103
0.12121081,0.11665586,0.1331309,0.09221349,0.094442084,0.13030088,0.09486917,0.100737534,0.09439773,0.11629148,0.10942499339580536
0.12858625,0.14698802,0.12492572,0.12531753,0.11503515,0.13489519,0.10006424,0.12808998,0.1031977,0.11349952,0.12205992639064789
0.10011863,0.09638869,0.14226928,0.092627004,0.15231027,0.16093996,0.11289867,0.16107121,0.19240752,0.09796017,0.13089913129806519
0.14623336,0.121030174,0.15284874,0.09374277,0.1581881,0.15284078,0.15846388,0.09659342,0.14046441,0.14117214,0.1361577808856964
0.135977,0.11336972,0.13712601,0.13403259,0.12920456,0.08895372,0.15375079,0.13982327,0.09953135,0.1406839,0.12724527716636658
0.101063564,0.10521557,0.15737528,0.15309739,0.10956954,0.10019135,0.15356931,0.14785929,0.14532465,0.14983776,0.13231036067008972
0.099442415,0.13701838,0.13617077,0.1766977,0.13947256,0.21742204,0.100872636,0.14299378,0.13753563,0.09711355,0.13847395777702332
0.100655295,0.14630626,0.11728617,0.153473,0.108805954,0.11030608,0.1428352,0.12835164,0.117652416,0.12633748,0.12520095705986023
0.13309471,0.1496297,0.15088391,0.0964869,0.13710074,0.15317371,0.12783317,0.12563588,0.13861415,0.14110325,0.1353556215763092
0.21050078,0.13747206,0.09521475,0.1406558,0.12806661,0.12935385,0.106058694,0.14189595,0.13782981,0.14104636,0.13680948317050934
0.10964068,0.122247286,0.09780386,0.14443989,0.1421136,0.13035288,0.121766515,0.13435711,0.15000433,0.1505279,0.13032540678977966
0.0992688,0.12611437,0.15064543,0.14566448,0.13238136,0.15216358,0.14021239,0.119088754,0.14367022,0.13969283,0.13489022850990295
0.1372038,0.121838905,0.12303376,0.15175232,0.1231974,0.14426005,0.12547676,0.17128576,0.13637748,0.14323291,0.13776591420173645
0.13561203,0.15169185,0.09732364,0.11699041,0.123937294,0.14359388,0.14582954,0.14024389,0.1248407,0.13675673,0.13168200850486755
0.14971407,0.1299891,0.13156614,0.10484644,0.15008894,0.14171678,0.13506867,0.121662855,0.1256705,0.11321099,0.1303534358739853
0.11842351,0.15396136,0.11310384,0.14952958,0.1127822,0.140289,0.15002526,0.09957761,0.14451389,0.09852977,0.12807360291481018
0.1253668,0.12351938,0.13472304,0.13586718,0.13230674,0.13002683,0.12793449,0.12907727,0.13345312,0.12794155,0.13002164661884308
0.12725599,0.13050768,0.12756674,0.13283975,0.123927005,0.1283481,0.13333283,0.10663889,0.13435452,0.12382436,0.12685957551002502
0.10190999,0.107902884,0.12055955,0.10535487,0.11029366,0.115246035,0.10897665,0.11319119,0.11654909,0.11191854,0.11119024455547333
0.12991214,0.113296166,0.12252743,0.13331483,0.12487912,0.12923619,0.122606866,0.12709732,0.12259772,0.11392758,0.12393953651189804
0.14285828,0.13882485,0.12948,0.13454509,0.13331638,0.14356813,0.13417748,0.13673629,0.12975937,0.13938652,0.13626524806022644
0.11979907,0.13086273,0.17356803,0.11763601,0.14915949,0.12960094,0.15500559,0.12854905,0.1380605,0.12225598,0.13644973933696747
0.12056474,0.119162075,0.098290004,0.1371987,0.17309868,0.14619854,0.11048792,0.12321169,0.11221617,0.11712414,0.12575526535511017
0.14234135,0.16907892,0.14116496,0.1421943,0.10995096,0.14423506,0.14140727,0.13442989,0.1607328,0.13489552,0.1420431137084961
0.096560314,0.115222834,0.10731837,0.10700735,0.1300514,0.20488536,0.13831213,0.12222914,0.094711445,0.13356009,0.12498583644628525
0.102379315,0.14365482,0.10397988,0.29000512,0.109457664,0.12879215,0.13199203,0.104904346,0.1237521,0.101499915,0.13404174149036407
0.15001269,0.18136747,0.19187288,0.1428593,0.13110462,0.11941236,0.14792252,0.14712067,0.19787443,0.1921098,0.1601656824350357
0.10708743,0.10074104,0.10380764,0.11333203,0.13161692,0.08989878,0.1518701,0.15395045,0.17938277,0.1971082,0.13287952542304993
0.10233636,0.13836141,0.09501189,0.14551021,0.13525374,0.13424115,0.14626507,0.13438785,0.1059027,0.10042399,0.12376944720745087
0.1419637,0.101102054,0.098242596,0.1315103,0.19878985,0.0994568,0.202854,0.15007815,0.14718522,0.13302608,0.14042088389396667
0.13577217,0.10056102,0.09724215,0.13899061,0.09903668,0.09720262,0.15997988,0.10629868,0.13198352,0.15488215,0.12219496071338654
0.13834783,0.15132119,0.13930151,0.14437298,0.14085935,0.12606561,0.124276325,0.15226464,0.18761201,0.13463157,0.14390531182289124
0.12865956,0.10846436,0.14000736,0.122055806,0.14298674,0.10441648,0.1464334,0.122864485,0.15648793,0.10889089,0.12812671065330505
0.14546746,0.1491455,0.13859515,0.10686565,0.15191549,0.1189533,0.12056101,0.10218528,0.14980456,0.14314693,0.1326640397310257
0.11239827,0.12949175,0.14269508,0.10650725,0.114884116,0.13342308,0.13601975,0.14845689,0.14711717,0.13257934,0.1303572654724121
0.1420414,0.13120562,0.21323144,0.13230397,0.13951485,0.112904795,0.12484858,0.1003591,0.1457478,0.15040459,0.13925620913505554
0.14446388,0.09621414,0.13632308,0.14424141,0.20016189,0.094835795,0.13291772,0.12517849,0.14204618,0.13044351,0.13468261063098907
0.113709025,0.122225486,0.13950862,0.1470699,0.13045701,0.10758368,0.08979672,0.13414484,0.13864267,0.1367863,0.12599243223667145
0.13428164,0.11769035,0.1456566,0.13781428,0.13915925,0.14985102,0.14331385,0.12642513,0.1282975,0.13331279,0.13558024168014526
0.12544394,0.099409275,0.13162413,0.12121361,0.12200932,0.1190647,0.11257211,0.1330139,0.13608488,0.13352738,0.12339632213115692
0.13608156,0.13583748,0.1343533,0.12636496,0.12933299,0.13069326,0.13223447,0.14116246,0.13194142,0.12464938,0.1322651207447052
0.13550921,0.11029919,0.11723055,0.12688288,0.17334403,0.123490654,0.1254097,0.12297751,0.12885687,0.13124667,0.12952473759651184
0.106957,0.115958095,0.10751229,0.10859484,0.124725305,0.12830889,0.11659262,0.120350614,0.11138929,0.109224744,0.11496137082576752
0.120389946,0.11795718,0.11884771,0.12331116,0.11692777,0.1315706,0.11881523,0.12673014,0.12774219,0.11790761,0.12201996147632599
0.13816938,0.13014911,0.1313998,0.15210284,0.14157256,0.1339336,0.1400347,0.13851154,0.14613184,0.14090884,0.1392914354801178
0.18279971,0.13827674,0.12057366,0.16483973,0.111949645,0.1360781,0.122686416,0.11962215,0.11521425,0.16145794,0.13734981417655945
0.12554382,0.12168818,0.12441135,0.20628488,0.12752187,0.112069756,0.098516986,0.11004558,0.115637556,0.12084416,0.12625640630722046
0.10614878,0.097772405,0.1230446,0.11112167,0.17019732,0.11428243,0.13837692,0.121220745,0.14113882,0.13357693,0.1256880760192871
0.12788467,0.14054205,0.1389585,0.12964927,0.10130601,0.112135656,0.1221759,0.09310835,0.12592044,0.13525926,0.12269401550292969
0.101918355,0.15428485,0.15580842,0.14137295,0.15145396,0.120730184,0.1393177,0.19976635,0.12086083,0.15631337,0.1441826969385147
0.19529526,0.16518189,0.16761234,0.16105951,0.16431779,0.18959972,0.17025371,0.16794452,0.15186787,0.0998091,0.16329416632652283
0.29940224,0.14046374,0.11405474,0.15726183,0.15440568,0.1514193,0.15452853,0.098792754,0.089988925,0.09523259,0.1455550491809845
0.09751145,0.14396386,0.14875078,0.25377077,0.13637061,0.09708543,0.14431341,0.14057906,0.15650688,0.0988974,0.1417749673128128
0.1501694,0.15648593,0.14281008,0.09632961,0.15219192,0.16008015,0.14165829,0.09630036,0.109134376,0.14919232,0.13543525338172913
0.28536412,0.09181133,0.08829501,0.100928545,0.12358847,0.15329736,0.15292236,0.12273844,0.103715874,0.14959121,0.13722527027130127
0.15705991,0.14364126,0.14655328,0.1367812,0.1505379,0.15019616,0.14786267,0.09307448,0.13509409,0.14066032,0.14014610648155212
0.14872934,0.15457015,0.13542654,0.10376511,0.1392535,0.10481624,0.16219646,0.20302285,0.1493321,0.10016317,0.14012756943702698
0.10133958,0.15885106,0.121201,0.14940766,0.30062774,0.10280944,0.14407654,0.1399765,0.14456894,0.09255518,0.14554135501384735
0.12246569,0.10306019,0.103140205,0.13953559,0.14819625,0.1328703,0.15225376,0.12051761,0.16717488,0.13491921,0.1324133574962616
0.19354539,0.13742115,0.11452807,0.13677981,0.103366464,0.13801642,0.14211482,0.13444771,0.10960453,0.15868177,0.13685061037540436
0.12704135,0.13744937,0.13412316,0.1472071,0.111893944,0.13309926,0.11450582,0.15188973,0.12971397,0.14538136,0.13323050737380981
0.10376121,0.15337232,0.09966275,0.15602049,0.14115544,0.15532531,0.15073252,0.14872506,0.093254074,0.09807963,0.13000889122486115
0.14079721,0.1172514,0.14309561,0.12380124,0.15564393,0.15200984,0.14743657,0.092350185,0.11028481,0.13031687,0.13129876554012299
0.12361425,0.1156216,0.12304529,0.13494618,0.14730376,0.13648234,0.13539733,0.12367008,0.1266073,0.13179992,0.12984880805015564
0.12975746,0.13628477,0.13073066,0.12574047,0.13055952,0.12621497,0.12996618,0.12314898,0.1301786,0.13808809,0.13006696105003357
0.12642093,0.12065184,0.12306817,0.12598574,0.11559496,0.13385688,0.11911119,0.110692225,0.13003173,0.11315835,0.12185720354318619
0.11292128,0.119773395,0.113956004,0.119846165,0.11250684,0.11560479,0.113873444,0.123057745,0.11723918,0.114141226,0.11629199981689453
0.12595373,0.11941658,0.12843676,0.11618555,0.13016556,0.12551703,0.1094294,0.1305055,0.11632633,0.123256415,0.12251929193735123
0.1431242,0.107203946,0.14120233,0.13861006,0.14475906,0.14329535,0.13758352,0.1431522,0.1328115,0.14733936,0.13790816068649292
0.12362623,0.13992898,0.12812862,0.12349621,0.15929458,0.20482127,0.14628485,0.12623766,0.13115945,0.14954272,0.14325204491615295
0.1266393,0.13097112,0.12366738,0.12962897,0.123842806,0.09692404,0.119282484,0.11357552,0.18853068,0.1258754,0.12789377570152283
0.12671784,0.12222022,0.14100817,0.12957783,0.12210798,0.10484108,0.14731589,0.12741843,0.12624432,0.121959716,0.12694112956523895
0.13945256,0.1267265,0.13774809,0.10435947,0.10214879,0.10172212,0.11646434,0.13228403,0.12574631,0.10558252,0.1192234605550766
